task_id	stage	dependencies	versions	target_files	action	hunk_or_group_ids	english_sources	chinese_sources	owner	status	acceptance
G-265a67eab51e048db02c	3	FOUR-FILE-SKELETONS	13,12,11,10	queries.sgml	translated	PG10-H009766	/Users/vonng/pgsty/pgdoc/en/13.23/queries.sgml:2035|/Users/vonng/pgsty/pgdoc/en/12.22/queries.sgml:2035|/Users/vonng/pgsty/pgdoc/en/11.22/queries.sgml:2035|/Users/vonng/pgsty/pgdoc/en/10.23/queries.sgml:2035		canonical:sql-body	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2668ee17782e56469fb6	3	FOUR-FILE-SKELETONS	11,10	docguide.sgml	translated	PG10-H001547,PG11-H000653	/Users/vonng/pgsty/pgdoc/en/11.22/docguide.sgml:375|/Users/vonng/pgsty/pgdoc/en/10.23/docguide.sgml:535		canonical:guide-glossary	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-266a4413a8650a463e39	3	FOUR-FILE-SKELETONS	11	release-11.sgml	translated	PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:16606		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-266dda3080379fcbc322	3	FOUR-FILE-SKELETONS	13,12,11,10	perform.sgml	reused_reviewed	PG10-H008991,PG11-H007584,PG12-H007283,PG13-H006509	/Users/vonng/pgsty/pgdoc/en/13.23/perform.sgml:1738|/Users/vonng/pgsty/pgdoc/en/12.22/perform.sgml:1697|/Users/vonng/pgsty/pgdoc/en/11.22/perform.sgml:1627|/Users/vonng/pgsty/pgdoc/en/10.23/perform.sgml:1614	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/perform.sgml	canonical:planner-performance	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-267b6629f032b0a320e4	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	translated	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:21729|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:15250		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-267d3b3ba783e4a2ab3a	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:25299		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2682ef956d681f11b2a5	3	FOUR-FILE-SKELETONS	10	ref/psql-ref.sgml	literal_reviewed		/Users/vonng/pgsty/pgdoc/en/10.23/ref/psql-ref.sgml:1899		canonical:psql-pgbench	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26890f4b92103291331b	3	FOUR-FILE-SKELETONS	13	func.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/func.sgml:16193		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-268a1add6d1a9d588fce	3	FOUR-FILE-SKELETONS	13,12,11	ref/cluster.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/cluster.sgml:210|/Users/vonng/pgsty/pgdoc/en/12.22/ref/cluster.sgml:210|/Users/vonng/pgsty/pgdoc/en/11.22/ref/cluster.sgml:210		canonical:tail-final-round11	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-268b8d596b01ff7cf0ce	3	FOUR-FILE-SKELETONS	13,12,11,10	information_schema.sgml	reused_reviewed	PG10-H006765,PG11-H005830,PG12-H005714	/Users/vonng/pgsty/pgdoc/en/13.23/information_schema.sgml:4992|/Users/vonng/pgsty/pgdoc/en/13.23/information_schema.sgml:5023|/Users/vonng/pgsty/pgdoc/en/12.22/information_schema.sgml:4060|/Users/vonng/pgsty/pgdoc/en/12.22/information_schema.sgml:4084|/Users/vonng/pgsty/pgdoc/en/11.22/information_schema.sgml:3998|/Users/vonng/pgsty/pgdoc/en/11.22/information_schema.sgml:4022|/Users/vonng/pgsty/pgdoc/en/10.23/information_schema.sgml:3998|/Users/vonng/pgsty/pgdoc/en/10.23/information_schema.sgml:4022	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/information_schema.sgml	canonical:information-schema	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-268cffbcb6f2defedff6	3	FOUR-FILE-SKELETONS	13,12,11	ref/psql-ref.sgml	literal_reviewed	PG11-H008570,PG12-H008069	/Users/vonng/pgsty/pgdoc/en/13.23/ref/psql-ref.sgml:1979|/Users/vonng/pgsty/pgdoc/en/12.22/ref/psql-ref.sgml:1883|/Users/vonng/pgsty/pgdoc/en/11.22/ref/psql-ref.sgml:1834		canonical:psql-pgbench	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2694f6276ec44d5c70d5	3	FOUR-FILE-SKELETONS	10	ref/create_view.sgml	translated	PG10-H010922	/Users/vonng/pgsty/pgdoc/en/10.23/ref/create_view.sgml:290		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2695699dd50a2c238040	3	FOUR-FILE-SKELETONS	13	btree.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/btree.sgml:480		canonical:index-methods	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2695a91d43f607556b99	3	FOUR-FILE-SKELETONS	11,10	ref/pgupgrade.sgml	translated	PG10-H011839,PG11-H008528	/Users/vonng/pgsty/pgdoc/en/11.22/ref/pgupgrade.sgml:758|/Users/vonng/pgsty/pgdoc/en/10.23/ref/pgupgrade.sgml:760	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/pgupgrade.sgml	canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2699428cdfaecf63eaba	3	FOUR-FILE-SKELETONS	12,11,10	catalogs.sgml	translated	PG10-H000339,PG11-H000126,PG12-H000091	/Users/vonng/pgsty/pgdoc/en/12.22/catalogs.sgml:1442|/Users/vonng/pgsty/pgdoc/en/11.22/catalogs.sgml:1437|/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:1390		canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-269ca341998a0d48f8d9	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:17425		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-269e9eaf6d19ed262857	3	FOUR-FILE-SKELETONS	13,12,11	acronyms.sgml	reused_with_link_delta		/Users/vonng/pgsty/pgdoc/en/13.23/acronyms.sgml:640|/Users/vonng/pgsty/pgdoc/en/12.22/acronyms.sgml:640|/Users/vonng/pgsty/pgdoc/en/11.22/acronyms.sgml:640	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/acronyms.sgml	canonical:guide-glossary	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-269f235930cd51339fea	3	FOUR-FILE-SKELETONS	13,12	func.sgml	reused_reviewed	PG12-H000761	/Users/vonng/pgsty/pgdoc/en/13.23/func.sgml:6961|/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:6061		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-269f904270d1ccff1af5	3	FOUR-FILE-SKELETONS	10	indexam.sgml	reused_reviewed	PG10-H006650	/Users/vonng/pgsty/pgdoc/en/10.23/indexam.sgml:1082	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/indexam.sgml	canonical:index-methods	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26a1dd14297ac588364b	3	FOUR-FILE-SKELETONS	12,11,10	xfunc.sgml	translated	PG10-H013378,PG11-H009030,PG12-H008425	/Users/vonng/pgsty/pgdoc/en/12.22/xfunc.sgml:1276|/Users/vonng/pgsty/pgdoc/en/11.22/xfunc.sgml:1276|/Users/vonng/pgsty/pgdoc/en/10.23/xfunc.sgml:1175		canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26a4a1d8bda4216e1787	3	FOUR-FILE-SKELETONS	13,12	release-13.sgml	translated	PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:23162|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:16983		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26a4adb88f29692ba938	3	FOUR-FILE-SKELETONS	10	ref/psql-ref.sgml	partial_reuse		/Users/vonng/pgsty/pgdoc/en/10.23/ref/psql-ref.sgml:2216		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26a4c1ca044666b6e331	3	FOUR-FILE-SKELETONS	13,12,11,10	fdwhandler.sgml	translated	PG10-H002071,PG11-H000864,PG12-H000718,PG13-H000437	/Users/vonng/pgsty/pgdoc/en/13.23/fdwhandler.sgml:927|/Users/vonng/pgsty/pgdoc/en/12.22/fdwhandler.sgml:927|/Users/vonng/pgsty/pgdoc/en/11.22/fdwhandler.sgml:914|/Users/vonng/pgsty/pgdoc/en/10.23/fdwhandler.sgml:828		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26ab5780dd4e7477f581	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:17203		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26ab84d2e75a244c02ba	3	FOUR-FILE-SKELETONS	13,12,11	ref/psql-ref.sgml	literal_reviewed		/Users/vonng/pgsty/pgdoc/en/13.23/ref/psql-ref.sgml:1760|/Users/vonng/pgsty/pgdoc/en/12.22/ref/psql-ref.sgml:1667|/Users/vonng/pgsty/pgdoc/en/11.22/ref/psql-ref.sgml:1651		canonical:psql-pgbench	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26ad46d4ae9ccc218efa	3	FOUR-FILE-SKELETONS	13,12,11	ddl.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ddl.sgml:4366|/Users/vonng/pgsty/pgdoc/en/12.22/ddl.sgml:4363|/Users/vonng/pgsty/pgdoc/en/11.22/ddl.sgml:3744		canonical:ddl	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26b157a103548ecd4e21	3	FOUR-FILE-SKELETONS	13,12	release-13.sgml	translated	PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:20039|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:14273		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26b220fe1ecbd9e9b02e	3	FOUR-FILE-SKELETONS	12,11,10	installation.sgml	reuse_checked_exact_english	PG10-H006863,PG11-H005897	/Users/vonng/pgsty/pgdoc/en/12.22/installation.sgml:1553|/Users/vonng/pgsty/pgdoc/en/11.22/installation.sgml:1563|/Users/vonng/pgsty/pgdoc/en/10.23/installation.sgml:1519		canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26b33fd393868752284d	3	FOUR-FILE-SKELETONS	12,11,10	libpq.sgml	literal_reviewed	PG10-H007081,PG11-H006059,PG12-H005907	/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:3070|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:2950|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:2881	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/libpq.sgml	canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26bc5c6af9b3967c8125	3	FOUR-FILE-SKELETONS	13	release-13.sgml	translated	PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:25700		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26c159c8b6017b1ac7b3	3	FOUR-FILE-SKELETONS	13,12,11	ref/psql-ref.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/psql-ref.sgml:1541|/Users/vonng/pgsty/pgdoc/en/12.22/ref/psql-ref.sgml:1448|/Users/vonng/pgsty/pgdoc/en/11.22/ref/psql-ref.sgml:1432		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26c4eabdb0db844896e6	3	FOUR-FILE-SKELETONS	13,12,11	ref/create_index.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/create_index.sgml:309|/Users/vonng/pgsty/pgdoc/en/12.22/ref/create_index.sgml:299|/Users/vonng/pgsty/pgdoc/en/11.22/ref/create_index.sgml:299		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26c7bf1e24223883a6e3	3	FOUR-FILE-SKELETONS	13,12,11,10	indices.sgml	translated	PG10-H006696	/Users/vonng/pgsty/pgdoc/en/13.23/indices.sgml:965|/Users/vonng/pgsty/pgdoc/en/12.22/indices.sgml:966|/Users/vonng/pgsty/pgdoc/en/11.22/indices.sgml:923|/Users/vonng/pgsty/pgdoc/en/10.23/indices.sgml:921		canonical:planner-performance	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26ce443c12952c426a51	3	FOUR-FILE-SKELETONS	11,10	high-availability.sgml	translated	PG10-H002346,PG11-H001045	/Users/vonng/pgsty/pgdoc/en/11.22/high-availability.sgml:974|/Users/vonng/pgsty/pgdoc/en/10.23/high-availability.sgml:968		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26d15bdcafd098e71d1f	3	FOUR-FILE-SKELETONS	13,12,11,10	plpython.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/plpython.sgml:117|/Users/vonng/pgsty/pgdoc/en/12.22/plpython.sgml:117|/Users/vonng/pgsty/pgdoc/en/11.22/plpython.sgml:117|/Users/vonng/pgsty/pgdoc/en/10.23/plpython.sgml:117		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26d1a16429ad69c72565	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:16415		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26d2e5891a4e2a68d945	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:22271		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26d488033a4d2fa6b43c	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002143,PG11-H000910,PG12-H000750	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:1014|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:1001|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:1001		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26d761e3d861b7f09f51	3	FOUR-FILE-SKELETONS	12,11,10	config.sgml	translated	PG10-H000669,PG11-H000327,PG12-H000282	/Users/vonng/pgsty/pgdoc/en/12.22/config.sgml:839|/Users/vonng/pgsty/pgdoc/en/11.22/config.sgml:824|/Users/vonng/pgsty/pgdoc/en/10.23/config.sgml:817	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/config.sgml	canonical:config	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26dc36cd9b974d9aefac	3	FOUR-FILE-SKELETONS	13,12,11,10	ddl.sgml	translated	PG10-H001467	/Users/vonng/pgsty/pgdoc/en/13.23/ddl.sgml:4280|/Users/vonng/pgsty/pgdoc/en/12.22/ddl.sgml:4277|/Users/vonng/pgsty/pgdoc/en/11.22/ddl.sgml:3658|/Users/vonng/pgsty/pgdoc/en/10.23/ddl.sgml:3566		canonical:ddl	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26dd1141fab6934e6d59	3	FOUR-FILE-SKELETONS	13	release-13.sgml	translated	PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:26041		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26de712e6668b51fae7b	3	FOUR-FILE-SKELETONS	13,12,11	ref/alter_publication.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/alter_publication.sgml:103|/Users/vonng/pgsty/pgdoc/en/12.22/ref/alter_publication.sgml:103|/Users/vonng/pgsty/pgdoc/en/11.22/ref/alter_publication.sgml:103		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26e1e0218395ba730beb	3	FOUR-FILE-SKELETONS	11,10	install-windows.sgml	translated	PG10-H006814,PG11-H005866	/Users/vonng/pgsty/pgdoc/en/11.22/install-windows.sgml:558|/Users/vonng/pgsty/pgdoc/en/10.23/install-windows.sgml:550		canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26e72b4b925cbd2b1891	3	FOUR-FILE-SKELETONS	12,11,10	backup.sgml	translated	PG10-H000174,PG11-H000045,PG12-H000033	/Users/vonng/pgsty/pgdoc/en/12.22/backup.sgml:109|/Users/vonng/pgsty/pgdoc/en/11.22/backup.sgml:109|/Users/vonng/pgsty/pgdoc/en/10.23/backup.sgml:109		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26f0fb81a5a24683ef84	3	FOUR-FILE-SKELETONS	11,10	backup.sgml	translated	PG10-H000222,PG11-H000059	/Users/vonng/pgsty/pgdoc/en/11.22/backup.sgml:1264|/Users/vonng/pgsty/pgdoc/en/10.23/backup.sgml:1258		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26f1bd58cc358efeabbf	3	FOUR-FILE-SKELETONS	13,12,11,10	xfunc.sgml	reused	PG10-H013435,PG11-H009044,PG11-H009045,PG12-H008434,PG12-H008435,PG13-H007196	/Users/vonng/pgsty/pgdoc/en/13.23/xfunc.sgml:3324|/Users/vonng/pgsty/pgdoc/en/12.22/xfunc.sgml:3294|/Users/vonng/pgsty/pgdoc/en/11.22/xfunc.sgml:3317|/Users/vonng/pgsty/pgdoc/en/10.23/xfunc.sgml:3227	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/xfunc.sgml	canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
